objectID;food_type;stars_count;reviews_count;neighborhood;phone_number;price_range;dining_style
3765;Contemporary American;4.6;788;Colorado Springs;(719) 685-1864;$31 to $50;Casual Elegant
113269;Continental;4.1;50;Telluride;(970) 728-1117;$31 to $50;Casual Elegant
7404;Contemporary American;4.7;566;Edwards;(970) 926-7001;$31 to $50;Fine Dining
148252;Steakhouse;4.4;58;Edwards;(970) 926-3613;$31 to $50;Casual Dining
3817;Contemporary American;4.2;476;Beaver Creek;(970) 343-1555;$31 to $50;Casual Elegant
15877;Contemporary American;4.7;744;Windsor;(970) 686-1477;$31 to $50;Casual Elegant
106840;Contemporary American;4.4;158;Evergreen;(720) 865-3438;$30 and under;Casual Elegant
6699;Seafood;3.9;1513;Downtown / LoDo;(303) 825-1107;$30 and under;Casual Elegant
3469;Contemporary French;4.7;1694;Central;(303) 832-4778;$31 to $50;Casual Elegant
4940;Contemporary American;3.9;2;Downtown / LoDo;(303) 534-0404;$30 and under;Fine Dining
18256;Contemporary American;4.4;667;Breckenridge;(970) 453-4330;$30 and under;Casual Elegant
30106;American;4.2;763;Tech Center / Greenwood Village;(303) 771-5800;$30 and under;Casual Elegant
21616;Contemporary American;4.3;183;Steamboat Springs;(970) 879-1919;$31 to $50;Fine Dining
30283;Contemporary American;4.6;933;Longmont;(303) 651-3330;$30 and under;Casual Elegant
4941;Gastro Pub;3.9;12;Downtown / LoDo;(303) 844-5280;$30 and under;Casual Dining
7780;Global, International;4.3;768;Colorado Springs;(719) 632-1086;$30 and under;Casual Elegant
13009;Global, International;4.2;1439;Downtown / LoDo;(303) 825-6500;$30 and under;Casual Dining
15127;Italian;4.4;3070;Downtown / LoDo;(303) 260-7707;$30 and under;Casual Dining
144349;European;4.4;211;Morrison;(303) 697-9722;$31 to $50;Casual Dining
12583;French;4.7;418;Telluride;(970) 728-6232;$31 to $50;Casual Elegant
91537;Tapas / Small Plates;4.1;240;Boulder;(303) 993-8131;$30 and under;Casual Dining
118411;American;4.2;17;Downtown / LoDo;(720) 439-2890;$30 and under;Casual Dining
21994;American;4.4;361;Vail;(970) 476-5828;$31 to $50;Casual Dining
6814;French;4.6;903;Boulder;(303) 442-7233;$31 to $50;Fine Dining
26836;Italian;3.3;73;Aspen;(970) 429-9644;$30 and under;Casual Elegant
2668;Global, International;4.6;3299;Downtown / LoDo;(303) 296-1970;$31 to $50;Casual Dining
149641;Steakhouse;4.4;80;Crested Butte;(970) 349-1221;$31 to $50;Casual Dining
11068;Steakhouse;4.2;938;Parker;(303) 248-2132;$31 to $50;Casual Elegant
12691;Italian;4.6;1419;Uptown;(303) 394-0100;$30 and under;Casual Elegant
27058;Italian;4.2;418;Vail;(970) 476-0280;$31 to $50;Casual Dining
115339;Steakhouse;4.7;457;Downtown / LoDo;(303) 293-8500;$31 to $50;Fine Dining
109429;American;4.1;116;Baker;(303) 765-2695;$30 and under;Casual Dining
139456;Contemporary American;4.5;211;Fort Collins;(970) 568-8869;$31 to $50;Casual Elegant
3461;Afternoon Tea;4.5;1333;Downtown / LoDo;(303) 312-5952;$31 to $50;Casual Elegant
6160;American;4.3;1292;Downtown / LoDo;(303) 893-2233;$30 and under;Casual Dining
20290;Contemporary American;4.4;254;Vail;(970) 477-8050;$30 and under;Casual Elegant
3460;Contemporary American;4.2;731;Downtown / LoDo;(303) 297-3111;$31 to $50;Fine Dining
2945;Asian;4.3;2396;Downtown / LoDo;(720) 904-0965;$31 to $50;Casual Elegant
101974;Italian;4.3;221;Colorado Springs;(719) 260-4730;$30 and under;Casual Dining
16861;American;4.5;512;Avon;(970) 748-9463;$30 and under;Casual Elegant
107491;Mexican;4.2;118;Downtown / LoDo;(303) 623-1611;$30 and under;Casual Dining
41743;American;4.3;323;Downtown / LoDo;(303) 893-0044;$31 to $50;Casual Elegant
4956;German;4.2;178;Vail;(970) 476-5626;$31 to $50;Casual Dining
30067;Steak;3.9;1768;Lakewood;(303) 237-0465;$31 to $50;Casual Elegant
72319;Steakhouse;4.1;402;Vail;(970) 754-7818;$31 to $50;Casual Elegant
5177;Contemporary American;4.2;252;Boulder;(303) 442-4880;$30 and under;Casual Elegant
7705;Steakhouse;4.7;1060;Evergreen;(303) 670-0941;$31 to $50;Casual Dining
152992;Contemporary French / American;4.7;103;Park Hill;(720) 398-8085;$31 to $50;Casual Dining
29947;Contemporary American;4.5;560;Telluride;(970) 728-1292;$31 to $50;Casual Elegant
118489;Sushi;4.3;16;Downtown / LoDo;(303) 623-2702;$30 and under;Casual Dining
110422;Seafood;4.3;147;Beaver Creek;(970) 949-4321;$31 to $50;Casual Dining
78580;Contemporary American;3.9;56;Telluride;(970) 728-2525;$31 to $50;Casual Dining
113644;Indian;4.0;11;Arvada;(303) 940-2517;$30 and under;Fine Dining
103615;Contemporary American;4.0;122;Lakewood;(720) 963-2055;$30 and under;Casual Elegant
4788;American;4.7;836;Downtown / LoDo;(303) 640-1012;$31 to $50;Fine Dining
27067;Contemporary American;4.5;1195;Littleton;(303) 794-6054;$30 and under;Casual Elegant
115333;Steakhouse;4.2;337;Steamboat Springs;(970) 879-7167;$31 to $50;Casual Elegant
115336;Mexican;4.8;3;Downtown / LoDo;(303) 295-0686;$30 and under;Casual Dining
30121;American;4.6;4313;Downtown / LoDo;(303) 993-4200;$30 and under;Casual Dining
7067;Comfort Food;4.5;348;Stapleton / Northfield;(303) 321-4010;$30 and under;Casual Dining
6831;American;3.6;948;Wash Park;(303) 777-0500;$31 to $50;Casual Elegant
24523;American;4.5;689;Durango;(970) 385-1810;$30 and under;Casual Dining
5835;Mediterranean;4.5;76;Aspen;(970) 925-5160;$30 and under;Casual Dining
29950;Contemporary American;4.6;252;Durango;(970) 259-2898;$30 and under;Casual Elegant
16465;American;3.7;271;Breckenridge;(970) 453-4877;$30 and under;Casual Dining
78493;American;3.9;34;Avon;(970) 748-4848;$30 and under;Casual Dining
30343;Sushi;4.4;407;Cherry Creek;(303) 322-9554;$30 and under;Casual Elegant
27190;Asian;4.3;826;Central;(303) 860-2929;$30 and under;Casual Dining
19831;Contemporary American;4.6;969;Fort Collins;(970) 482-1876;$30 and under;Casual Elegant
18874;Mexican / Southwestern;4.3;817;Golden;(303) 216-8040;$30 and under;Casual Dining
118195;Mexican / Southwestern;3.8;104;Downtown / LoDo;(303) 629-5463;$30 and under;Casual Dining
101422;Contemporary American;4.6;180;Carbondale;(970) 963-6328;$30 and under;Casual Dining
10042;American;3.7;249;Beaver Creek;(970) 827-6600;$30 and under;Casual Elegant
135253;Gastro Pub;4.1;41;Westminster;(303) 469-0404;$30 and under;Casual Dining
110467;Contemporary American;4.4;419;Englewood;(303) 708-8432;$31 to $50;Casual Dining
3961;Italian;4.7;1107;Boulder;(303) 442-6966 e;$50 and over;Casual Elegant
6392;Steakhouse;4.5;1174;Colorado Springs;(719) 635-3536;$31 to $50;Casual Elegant
140644;Gastro Pub;4.1;159;Uptown;(303) 847-0850;$30 and under;Casual Elegant
112792;American;4.6;839;River North (Denver);(720) 542-3721;$30 and under;Casual Dining
51253;International;4.5;533;Tabernash / Granby;(970) 726-4430;$31 to $50;Casual Dining
54868;Contemporary American;4.3;206;Aspen;(970) 429-8284;$31 to $50;Casual Elegant
108247;Southwest;4.4;162;Colorado Springs;(719) 471-9222;$30 and under;Casual Dining
115792;Seafood;4.4;379;Cherry Creek;(303) 756-6449;$30 and under;Casual Dining
55732;European;4.5;66;Vail;(970) 479-5535;$31 to $50;Fine Dining
46987;Steakhouse;4.4;600;Durango;(970) 247-5707 e;$31 to $50;Casual Elegant
145240;Seafood;4.5;452;Downtown / LoDo;(303) 640-3474;$31 to $50;Casual Dining
19819;American;4.5;51;Lakewood;(303) 935-5793;$30 and under;Casual Dining
66616;Steakhouse;4.0;246;Wheat Ridge;(303) 422-3300;$31 to $50;Casual Dining
54049;Seafood;4.6;2521;Downtown / LoDo;(303) 825-3663;$31 to $50;Casual Elegant
10045;American;4.5;130;Aspen;(970) 920-1893;$31 to $50;Casual Elegant
109690;Contemporary Mexican;4.2;93;Downtown / LoDo;(303) 731-1100;$30 and under;Casual Elegant
65194;Japanese;4.4;315;Vail;(970) 476-6628;$31 to $50;Fine Dining
110221;Contemporary European;4.5;42;Carbondale;(970) 963-7316;$30 and under;Casual Dining
21163;Steak;4.0;37;Beaver Creek;(970) 845-0555;$31 to $50;Casual Dining
99181;American;4.6;31;Downtown / LoDo;(303) 623-9518;$30 and under;Casual Dining
1372;Italian;4.0;440;Beaver Creek;(970) 754-5590;$31 to $50;Casual Elegant
20014;Asian;4.4;343;Tech Center / Greenwood Village;(303) 221-1430;$30 and under;Casual Dining
100009;Sushi;3.6;156;Downtown / LoDo;(303) 573-5000;$31 to $50;Casual Elegant
24190;American;4.5;326;Vail;(970) 476-8141;$31 to $50;Casual Elegant
138994;Contemporary American;4.0;47;Westminster;(303) 466-9038;$30 and under;Casual Dining
105145;Seafood;4.2;232;Vail;(970) 476-2601;$31 to $50;Casual Dining
145792;Contemporary American;4.0;87;Steamboat Springs;(970) 871-5170;$50 and over;Casual Elegant
95386;Contemporary American;4.6;378;Colorado Springs;(866) 381-8432;$31 to $50;Casual Elegant
103162;Contemporary American;4.6;625;Uptown;(303) 623-3223;$31 to $50;Casual Elegant
92983;Contemporary American;4.1;166;Aurora;(303) 690-1025;$31 to $50;Casual Dining
91579;Italian;4.4;162;Downtown / LoDo;(303) 825-1995;$30 and under;Casual Elegant
85246;Contemporary American;4.4;928;Downtown / LoDo;(303) 623-2665;$30 and under;Casual Elegant
50425;Steakhouse;4.6;1205;Downtown / LoDo;(303) 389-3050;$31 to $50;Casual Elegant
108421;Global, International;4.1;65;Colorado Springs;(719) 577-5796;$30 and under;Casual Dining
104974;Gastro Pub;4.3;33;Tech Center / Greenwood Village;(303) 221-7668;$31 to $50;Casual Dining
96550;Burgers;4.2;251;Cherry Creek;(303) 736-2260;$30 and under;Casual Dining
86956;Greek;4.6;122;Centennial;(303) 692-0404;$30 and under;Casual Dining
3482;Contemporary American;4.6;503;Boulder;(303) 544-5973;$31 to $50;Casual Elegant
24445;Continental;4.6;896;Evergreen;(303) 674-7670;$30 and under;Casual Elegant
27760;American;4.3;390;Durango;(970) 382-9790;$30 and under;Fine Dining
68944;Sushi;4.4;168;Vail;(970) 476-7332;$31 to $50;Casual Elegant
58879;Steakhouse;4.4;1245;Westminster;(303) 404-9939;$31 to $50;Fine Dining
115114;Contemporary French / American;3.7;34;Snowmass;(970) 429-4163;$30 and under;Casual Dining
105793;Mediterranean;4.5;122;Colorado Springs;(719) 528-1155;$30 and under;Casual Elegant
55912;Steakhouse;4.5;254;Vail;(970) 477-8650;$31 to $50;Casual Elegant
29335;Italian;4.0;527;Westminster;(303) 457-3900;$31 to $50;Casual Elegant
95410;Mexican;4.5;240;Highlands;(303) 433-8300;$30 and under;Casual Dining
113857;Contemporary American;3.8;23;Downtown / LoDo;(303) 844-5555;$30 and under;Casual Dining
27403;Contemporary American;4.0;12;Vail;(970) 476-4959;$30 and under;Casual Elegant
95761;American;4.0;187;Downtown / LoDo;(303) 595-3700;$30 and under;Casual Elegant
116986;Comfort Food;4.4;50;Lafayette;(303) 593-2066;$30 and under;Casual Dining
43552;Steak;4.7;862;Colorado Springs;(719) 471-4888;$31 to $50;Fine Dining
111553;Steakhouse;4.4;73;Ignacio;(970) 563-6235;$31 to $50;Fine Dining
88486;American;2.6;33;Keystone;(970) 496-4386;$30 and under;Casual Dining
17290;American;4.3;237;Aspen;(970) 925-6020;$31 to $50;Casual Elegant
84925;American;4.5;67;Boulder;(303) 440-2882;$31 to $50;Casual Elegant
96877;Steakhouse;2.6;35;Snowmass;(970) 923-8301;$31 to $50;Casual Elegant
12358;Seafood;4.2;3083;Downtown / LoDo;(303) 991-2277;$31 to $50;Casual Elegant
3420;Contemporary American;4.4;366;Colorado Springs;(719) 630-0201;$31 to $50;Casual Elegant
17866;Gastro Pub;3.9;24;Beaver Creek;(970) 845-1730;$30 and under;Casual Elegant
106729;Contemporary American;3.9;113;Aspen;(970) 429-8192;$30 and under;Casual Dining
96373;American;4.5;481;Vail;(970) 476-0123;$31 to $50;Casual Dining
73828;Italian;4.4;371;Boulder;(303) 604-6960;$30 and under;Casual Elegant
39922;Steak;4.6;746;Englewood;(303) 768-0827;$31 to $50;Fine Dining
38830;Asian;4.6;186;Aspen;(970) 920-2212;$31 to $50;Casual Elegant
74398;Contemporary American;4.6;405;Manitou Springs;(719) 785-2415;$31 to $50;Fine Dining
69763;German;4.5;98;Aurora;(303) 344-5488;$30 and under;Casual Dining
71041;Italian;4.0;29;Evergreen;(303) 674-3739;$30 and under;Casual Dining
71971;Contemporary American;4.0;141;Vail;(970) 754-4530;$30 and under;Casual Dining
73549;American;4.5;13;Evergreen;(303) 670-8448;$30 and under;Casual Dining
95389;Steakhouse;4.3;441;Colorado Springs;(866) 381-8432;$31 to $50;Casual Dining
110176;Seafood;4.0;28;Greenwood Village;(303) 792-3474;$30 and under;Casual Dining
106894;Gastro Pub;4.1;38;Boulder;(303) 447-2739;$30 and under;Casual Dining
74950;Italian;4.6;615;Colorado Springs;(719) 471-8200;$30 and under;Casual Elegant
6471;Seafood;4.6;1329;Downtown / LoDo;(303) 292-5767;$30 and under;Casual Dining
83302;Comfort Food;4.3;297;Steamboat Springs;(970) 761-2060;$30 and under;Casual Dining
63709;Italian;4.6;891;Estes Park;(970) 586-6409;$30 and under;Casual Dining
109303;American;4.7;457;Central;(303) 297-1215;$30 and under;Casual Dining
54643;Comfort Food;4.5;323;Wash Park;(303) 282-8399;$31 to $50;Casual Dining
88459;American;4.0;136;Keystone;(970) 496-4386;$31 to $50;Casual Elegant
63718;American;4.4;233;Tabernash / Granby;(970) 726-7002;$31 to $50;Casual Dining
104353;Asian;3.9;120;Uptown;(303) 800-7705;$30 and under;Casual Dining
6793;Seafood;4.2;1898;Tech Center / Greenwood Village;(720) 200-9339;$31 to $50;Casual Elegant
107488;Italian;4.1;143;Downtown / LoDo;(303) 862-9850;$30 and under;Casual Elegant
63712;Contemporary European;4.3;815;Tech Center / Greenwood Village;(720) 266-6000;$31 to $50;Casual Elegant
72238;Fusion / Eclectic;2.9;27;Crested Butte;(970) 251-3030;$30 and under;Casual Dining
82909;Contemporary American;4.2;35;Edwards;(970) 569-6361;$31 to $50;Casual Elegant
81049;American;4.5;1127;Downtown / LoDo;(303) 623-3127;$31 to $50;Casual Elegant
858;Italian;4.5;3452;Downtown / LoDo;(303) 296-3525;$31 to $50;Casual Elegant
32554;Contemporary American;4.4;1225;Downtown / LoDo;(303) 477-1447;$31 to $50;Fine Dining
119344;Steakhouse;4.5;306;Downtown / LoDo;(303) 825-0713;$31 to $50;Casual Elegant
108676;Italian;4.4;348;Boulder;(303) 443-5100;$30 and under;Casual Elegant
86113;Contemporary American;4.5;149;Aspen;(970) 429-9581;$31 to $50;Casual Elegant
100816;Italian;4.5;253;Downtown / LoDo;(303) 623-2811;$30 and under;Casual Elegant
64729;American;4.3;188;Louisville;(303) 665-2521;$30 and under;Casual Dining
108763;Greek;4.5;278;Highlands;(720) 328-2225;$30 and under;Casual Dining
7391;Continental;4.2;2792;Golden;(303) 279-3121;$31 to $50;Casual Elegant
35470;Steakhouse;4.4;258;Grand Junction;(970) 242-4100;$31 to $50;Fine Dining
74407;Italian;4.4;908;Cherry Creek;(303) 377-2091;$30 and under;Casual Dining
39379;Brazilian Steakhouse;4.5;460;Stapleton / Northfield;(720) 374-2100;$31 to $50;Casual Elegant
23707;American;4.1;163;Colorado Springs;(719) 598-8990;$30 and under;Casual Dining
46234;Italian;4.4;430;Edwards;(970) 926-0777;$30 and under;Casual Elegant
70147;Italian;4.5;109;Downtown / LoDo;(303) 297-1229;$30 and under;Casual Dining
95251;Comfort Food;4.3;11;Downtown / LoDo;(303) 297-0066;$30 and under;Casual Dining
82393;Seafood;4.5;505;Fort Collins;(970) 682-2275;$30 and under;Casual Dining
5858;American;4.3;1594;Boulder;(303) 440-7979;$31 to $50;Fine Dining
31111;Contemporary American;4.8;330;Colorado Springs;(719) 598-8667;$31 to $50;Casual Elegant
94285;American;2.8;106;Downtown / LoDo;(720) 255-3436;$30 and under;Casual Dining
76048;American;4.4;289;Cherry Creek;(303) 388-7428;$30 and under;Casual Dining
75931;Mexican / Southwestern;3.4;26;Edwards;(970) 926-2121;$30 and under;Casual Dining
37657;Steakhouse;4.6;3081;Tech Center / Greenwood Village;(303) 770-7300;$31 to $50;Fine Dining
85582;Italian;4.3;461;Highlands;(303) 455-9852;$30 and under;Casual Dining
33844;Steakhouse;4.4;149;Durango;(970) 247-3527;$31 to $50;Casual Elegant
44389;American;4.5;484;Central;(303) 399-2560;$30 and under;Casual Elegant
77353;American;4.7;286;Boulder;(303) 997-8775;$30 and under;Casual Dining
79039;International;4.3;97;Cherry Creek;(720) 287-1156;$30 and under;Casual Elegant
6473;Contemporary Mexican;4.3;1374;Highlands;(720) 570-8686;$30 and under;Casual Dining
3591;Mediterranean;4.6;5267;Demoland;(303) 820-2282;$30 and under;Casual Elegant
860;Italian;4.6;1400;Cherry Creek;(303) 321-1919;$30 and under;Casual Dining
23845;Mexican;4.0;262;Avon;(970) 790-5500;$30 and under;Casual Elegant
104623;American;4.5;318;Wheat Ridge;(303) 233-3377;$30 and under;Casual Dining
86980;Japanese;4.2;576;Tech Center / Greenwood Village;(303) 750-0200;$30 and under;Casual Dining
66580;Contemporary American;4.4;381;Longmont;(303) 651-2772;$30 and under;Casual Elegant
59272;Mediterranean;4.2;211;Golden;(303) 273-8882;$30 and under;Fine Dining
10015;Contemporary American;3.4;1086;Highlands;(303) 477-4600;$30 and under;Casual Elegant
58939;International;4.5;2869;Highlands;(303) 993-3120;$30 and under;Casual Dining
145795;Contemporary American;3.3;25;Steamboat Springs;(970) 871-5550;$30 and under;Casual Dining
74344;Contemporary French / American;4.1;674;Downtown / LoDo;(303) 623-5700;$30 and under;Casual Elegant
69940;Steak;4.1;312;Highlands;(303) 927-6334;$30 and under;Casual Dining
31837;American;4.2;434;Downtown / LoDo;(720) 932-1700;$30 and under;Casual Dining
71803;Creole / Cajun / Southern;4.4;361;Colorado Springs;(719) 520-0123;$30 and under;Casual Dining
55795;Contemporary American;4.3;855;Wash Park;(303) 942-0320;$30 and under;Casual Elegant
6335;Contemporary American;4.3;1160;Uptown;(303) 861-2820;$30 and under;Casual Elegant
47158;Sushi;4.4;218;Boulder;(303) 473-4730;$30 and under;Casual Elegant
71956;Modern European;4.4;468;Vail;(970) 754-1010;$30 and under;Casual Elegant
147481;American;4.6;180;Colorado Springs;(719) 203-5072;$30 and under;Casual Dining
151252;Latin American;4.4;250;Baker;(720) 550-7267;$30 and under;Casual Dining
55798;Pizzeria;4.6;414;Boulder;(303) 442-3003;$30 and under;Casual Dining
59338;Italian;3.5;336;Broomfield;(303) 464-7673;$30 and under;Casual Dining
3084;American;4.8;290;Central;(303) 778-6625;$30 and under;Casual Elegant
14431;Contemporary American;3.7;44;Vail;(970) 476-4444 e;$30 and under;Casual Dining
69943;American;4.5;658;Boulder;(303) 440-6699;$30 and under;Casual Elegant
56614;Steakhouse;4.1;280;Frisco;(970) 668-5900;$30 and under;Casual Dining
106555;American;4.2;49;Aurora;(303) 400-3166;$30 and under;Casual Dining
108778;American;4.2;123;Downtown / LoDo;(303) 297-2700;$30 and under;Casual Dining
67573;Indian;4.3;205;Broomfield;(303) 465-4444;$30 and under;Fine Dining
6470;Southwest;4.3;545;Boulder;(303) 449-0444;$30 and under;Casual Dining
19276;Japanese;4.6;1576;Downtown / LoDo;(303) 433-7272;$30 and under;Casual Elegant
129325;Italian;3.8;19;Downtown / LoDo;(303) 573-0223;$30 and under;Casual Elegant
52048;Italian;4.2;563;Castle Rock;(303) 688-2622;$30 and under;Casual Elegant
69079;Italian;4.4;392;Vail;(970) 845-8153;$30 and under;Casual Dining
52252;American;3.5;232;Cherry Creek;(303) 377-8577;$30 and under;Casual Elegant
78004;Contemporary American;4.7;481;Steamboat Springs;(970) 870-0681;$30 and under;Casual Dining
31336;American;4.0;235;Golden;(303) 279-2010;$30 and under;Casual Dining
46090;Indian;4.2;202;Downtown / LoDo;(303) 629-5777;$30 and under;Casual Dining
29857;Seafood;4.2;1018;Downtown / LoDo;(303) 575-9000;$30 and under;Casual Elegant
86116;International;4.4;239;Downtown / LoDo;(303) 595-4255;$30 and under;Casual Dining
55984;Sushi;4.4;213;Boulder;(303) 938-0330;$30 and under;Casual Dining
54334;Contemporary American;4.6;794;Boulder;(303) 444-3622;$30 and under;Casual Elegant
51601;Contemporary American;4.2;435;Downtown / LoDo;(303) 758-9608;$30 and under;Casual Dining
53842;American;4.1;171;Frisco;(970) 668-0345;$30 and under;Casual Dining
